,message.sender_id,message.text, message.date,message.id,message.post_author,message.views,message.peer_id.channel_id
282,-1.00181E+12,"??? **????????? ???????????? ?? ????????? ????????? ????????????** ???

???3 ???????? ?????? ?????? ????????? ???????????? ????????????. ???????????? ?????? ???????????? ?????? '?????? ??? ?????? ??????'??? ????????????? ?????? ????????? ????????? ????????? ????????? ??? ????????????.

**??????????? ???3.0 ????????? ????????? ??????????????????**??????
https://bit.ly/aptos_web3gaming",2023-06-12 13:22:50+00:00,229,,164,1810966644
283,2142437326,,2023-06-12 13:19:25+00:00,227,,,1810966644
284,2142437326,,2023-06-12 13:19:14+00:00,226,,,1810966644
285,346010753,,2023-06-12 11:43:26+00:00,225,,,1810966644
286,1621300971,,2023-06-12 11:12:00+00:00,224,,,1810966644
287,1750941219,,2023-06-12 10:55:29+00:00,223,,,1810966644
288,1750941219,,2023-06-12 10:55:26+00:00,222,,,1810966644
289,5481341340,?????? ???????????? ????????? ???????? ???????????? ????????? ????? ??????????????? ??????,2023-06-12 10:55:07+00:00,221,,,1810966644
290,5481341340,https://aptosfoundation.org/currents/aptos-tokenomics-overview,2023-06-12 10:54:10+00:00,220,,,1810966644
291,5497305510,??????,2023-06-12 10:53:45+00:00,219,,,1810966644
292,2037210780,,2023-06-12 10:51:06+00:00,217,,,1810966644
293,6033589816,33?????????,2023-06-12 09:38:37+00:00,216,,,1810966644
294,402462411,???????????? ?????? ???????????? ?????????????????? ?????????,2023-06-12 09:37:45+00:00,215,,,1810966644
295,6033589816,,2023-06-12 09:37:16+00:00,214,,,1810966644
296,548866520,???????????? ????????????,2023-06-12 09:37:03+00:00,213,,,1810966644
297,402462411,"?????????
????????? ??????",2023-06-12 09:36:53+00:00,212,,,1810966644
298,402462411,???????????????,2023-06-12 09:36:26+00:00,211,,,1810966644
299,402462411,,2023-06-12 09:36:13+00:00,210,,,1810966644
300,5527926160,,2023-06-12 09:35:51+00:00,209,,,1810966644
301,5111181027,,2023-06-12 09:33:17+00:00,208,,,1810966644
302,1750941219,????????????????????????????,2023-06-12 09:02:36+00:00,207,,,1810966644
303,1750941219,?????????????????? ??????,2023-06-12 09:02:34+00:00,206,,,1810966644
304,1480147521,,2023-06-12 09:02:30+00:00,205,,,1810966644
305,1480147521,????????? ?????? ?????? ????????? ???????,2023-06-12 09:02:27+00:00,204,,,1810966644
306,1480147521,?????????,2023-06-12 09:02:19+00:00,203,,,1810966644
307,1480147521,?????? ???????????? ?????????,2023-06-12 09:02:13+00:00,202,,,1810966644
308,5062462019,100?????? ???????????? ???????????? ????????? ???????????????????? ??????,2023-06-12 09:02:11+00:00,201,,,1810966644
309,1480147521,??????,2023-06-12 09:02:06+00:00,200,,,1810966644
310,5062462019,????????? ??????????,2023-06-12 09:01:55+00:00,199,,,1810966644
311,5062462019,??????????????? ???????????? 10??? ?????? ...,2023-06-12 09:01:51+00:00,198,,,1810966644
312,5062462019,????? ????????? ???????????? ????????? ????? ????????????,2023-06-12 09:01:45+00:00,197,,,1810966644
313,1750941219,??????????????? ?????????????????????,2023-06-12 09:01:15+00:00,196,,,1810966644
314,1750941219,?????????????????????,2023-06-12 09:01:11+00:00,195,,,1810966644
315,1750941219,????????? ????????????,2023-06-12 09:01:09+00:00,194,,,1810966644
316,1764336340,,2023-06-12 09:01:05+00:00,193,,,1810966644
317,1764336340,,2023-06-12 09:00:45+00:00,192,,,1810966644
318,1698490343,,2023-06-12 09:00:10+00:00,191,,,1810966644
319,5062462019,?????? ???????????? ?????? ??????????????? ???,2023-06-12 09:00:02+00:00,190,,,1810966644
320,1750941219,?????????????????????,2023-06-12 08:59:53+00:00,189,,,1810966644
321,1750941219,???,2023-06-12 08:59:52+00:00,188,,,1810966644
322,5062462019,??????? ???????? ?????? ????????????????? ??????,2023-06-12 08:59:49+00:00,187,,,1810966644
323,1750941219,????? ????????,2023-06-12 08:59:49+00:00,186,,,1810966644
324,1750941219,???????????????????????? ??????,2023-06-12 08:59:47+00:00,185,,,1810966644
325,1123871761,,2023-06-12 08:59:42+00:00,184,,,1810966644
326,5062462019,??????????????? ???,2023-06-12 08:59:37+00:00,183,,,1810966644
327,1750941219,???????????????,2023-06-12 08:59:36+00:00,182,,,1810966644
328,5062462019,???????????? ????????? ?????????,2023-06-12 08:59:34+00:00,181,,,1810966644
329,1750941219,??????????? ??????????????? ?? ?????????,2023-06-12 08:59:27+00:00,180,,,1810966644
330,5062462019,?????? ????????? ????????? ????????????,2023-06-12 08:59:25+00:00,179,,,1810966644
331,1750941219,?????????????????? ??????????,2023-06-12 08:59:22+00:00,178,,,1810966644
332,5062462019,2??? ???????? ???????????????,2023-06-12 08:59:19+00:00,177,,,1810966644
333,5062462019,?????? ????????? ???????????????,2023-06-12 08:59:16+00:00,176,,,1810966644
334,1750941219,????????? ??????????????,2023-06-12 08:59:08+00:00,175,,,1810966644
335,1750941219,?????????????????????,2023-06-12 08:59:05+00:00,174,,,1810966644
336,5062462019,?????? ????????? 2????????? ????????? ?????? ?????????,2023-06-12 08:58:54+00:00,173,,,1810966644
337,5062462019,?????????????!,2023-06-12 08:58:40+00:00,172,,,1810966644
338,5062462019,,2023-06-12 08:58:35+00:00,171,,,1810966644
339,1480147521,,2023-06-12 08:58:26+00:00,170,,,1810966644
340,5835223991,?????? ?????? ?????????,2023-06-12 08:58:03+00:00,165,,,1810966644
341,5835223991,????????? ?????? ?????? ????????? ?????????,2023-06-12 08:57:58+00:00,164,,,1810966644
342,1750941219,????????????????? ??????????????? ?????????????? ???????????????,2023-06-12 08:57:38+00:00,163,,,1810966644
343,1750941219,??????????????? ?????????,2023-06-12 08:57:29+00:00,162,,,1810966644
344,1750941219,????????? ?????????,2023-06-12 08:57:26+00:00,161,,,1810966644
345,1832533556,"????? ?????????
????????? nft?????????
???????????????^^

????? ???????????? ????????????",2023-06-12 08:57:23+00:00,160,,,1810966644
346,1480147521,,2023-06-12 08:56:23+00:00,159,,,1810966644
347,1480147521,?????? ?????????,2023-06-12 08:56:21+00:00,158,,,1810966644
348,1480147521,????????? ?????????,2023-06-12 08:56:17+00:00,157,,,1810966644
349,1480147521,??????,2023-06-12 08:56:14+00:00,156,,,1810966644
350,1750941219,????????? ????????? ??????????? ????????? ??? ?????????1??? ?????????...,2023-06-12 08:56:07+00:00,155,,,1810966644
351,483744696,,2023-06-12 08:56:02+00:00,154,,,1810966644
352,1480147521,,2023-06-12 08:55:23+00:00,153,,,1810966644
353,1480147521,??? ?????..,2023-06-12 08:55:20+00:00,152,,,1810966644
354,1480147521,?????? ????????? 30??????,2023-06-12 08:55:16+00:00,151,,,1810966644
355,5582997939,,2023-06-12 08:55:13+00:00,150,,,1810966644
356,1480147521,??????..,2023-06-12 08:55:10+00:00,149,,,1810966644
357,1832533556,,2023-06-12 08:54:47+00:00,148,,,1810966644
358,1832533556,,2023-06-12 08:54:43+00:00,147,,,1810966644
359,5497305510,?????? ???????????? ?????????,2023-06-12 08:53:40+00:00,146,,,1810966644
360,5497305510,?????????????? ?????????????????,2023-06-12 08:53:24+00:00,145,,,1810966644
361,1480147521,,2023-06-12 08:28:04+00:00,144,,,1810966644
362,1403575449,,2023-06-12 08:09:51+00:00,143,,,1810966644
363,1750941219,?????????,2023-06-12 07:53:59+00:00,142,,,1810966644
364,5481341340,???????????????!!,2023-06-12 07:53:43+00:00,141,,,1810966644
365,735292896,,2023-06-12 07:38:30+00:00,140,,,1810966644
366,5718610789,,2023-06-12 07:38:00+00:00,139,,,1810966644
367,1993846892,,2023-06-12 07:29:16+00:00,138,,,1810966644
368,2138588581,,2023-06-12 07:29:16+00:00,137,,,1810966644
369,1976829128,,2023-06-12 07:28:32+00:00,136,,,1810966644
370,365875549,???????????????,2023-06-12 07:28:24+00:00,135,,,1810966644
371,541808581,,2023-06-12 07:28:19+00:00,134,,,1810966644
372,365875549,,2023-06-12 07:28:18+00:00,133,,,1810966644
373,78266205,???????????????,2023-06-12 07:28:12+00:00,132,,,1810966644
374,5653538618,,2023-06-12 07:28:06+00:00,131,,,1810966644
375,1148036955,,2023-06-12 07:28:00+00:00,130,,,1810966644
376,78266205,,2023-06-12 07:27:54+00:00,129,,,1810966644
377,1166821084,,2023-06-12 05:59:50+00:00,128,,,1810966644
378,1024730750,,2023-06-12 05:59:36+00:00,127,,,1810966644
379,5835223991,???????????????????????,2023-06-12 05:58:56+00:00,126,,,1810966644
380,5835223991,,2023-06-12 05:58:39+00:00,125,,,1810966644
381,1750941219,????? ???????????,2023-06-12 05:36:34+00:00,124,,,1810966644
382,2124072760,??????????????? ???????? ?????????,2023-06-12 05:35:16+00:00,123,,,1810966644
383,2124072760,Hi I'm appzerg,2023-06-12 05:35:07+00:00,122,,,1810966644
384,2124072760,,2023-06-12 05:34:58+00:00,121,,,1810966644
385,548866520,????????? ?????? ????????? ???????????????,2023-06-12 05:17:22+00:00,120,,,1810966644
386,1750941219,??????,2023-06-12 05:16:53+00:00,119,,,1810966644
387,5688504580,????????? to the moon,2023-06-12 05:16:12+00:00,118,,,1810966644
388,5688504580,??????,2023-06-12 05:16:04+00:00,117,,,1810966644
389,5688504580,?????????,2023-06-12 05:15:56+00:00,116,,,1810966644
390,1480147521,??????,2023-06-12 05:11:07+00:00,115,,,1810966644
391,1750941219,????????????,2023-06-12 05:10:18+00:00,114,,,1810966644
392,1480147521,,2023-06-12 05:04:27+00:00,113,,,1810966644
393,1480147521,???????????????,2023-06-12 05:04:24+00:00,112,,,1810966644
394,1480147521,??????,2023-06-12 05:04:21+00:00,111,,,1810966644
395,1480147521,,2023-06-12 05:04:06+00:00,110,,,1810966644
396,1294418574,,2023-06-12 03:53:23+00:00,109,,,1810966644
397,1294418574,????????? ????????? ????????????,2023-06-12 03:53:15+00:00,108,,,1810966644
398,1294418574,????????? ?????? ?????????,2023-06-12 03:53:10+00:00,107,,,1810966644
399,550742956,,2023-06-12 03:51:41+00:00,106,,,1810966644
400,5688504580,?????? ???????????? ?????? ???????? ???????????????,2023-06-12 03:36:19+00:00,105,,,1810966644
401,5688504580,,2023-06-12 03:29:32+00:00,104,,,1810966644
402,600493595,,2023-06-12 03:22:15+00:00,103,,,1810966644
403,5688504580,????????? ?????????,2023-06-12 03:08:16+00:00,102,,,1810966644
404,5688504580,?????????,2023-06-12 03:08:12+00:00,101,,,1810966644
405,5688504580,,2023-06-12 03:07:57+00:00,100,,,1810966644
406,1609398426,,2023-06-12 03:02:21+00:00,99,,,1810966644
407,481067920,,2023-06-12 02:57:50+00:00,98,,,1810966644
408,481067920,,2023-06-12 02:57:41+00:00,97,,,1810966644
409,481067920,,2023-06-12 02:57:34+00:00,96,,,1810966644
410,1785393233,,2023-06-12 02:50:41+00:00,95,,,1810966644
411,481824237,,2023-06-12 02:50:25+00:00,94,,,1810966644
412,397590916,,2023-06-12 02:50:09+00:00,93,,,1810966644
413,497333954,,2023-06-12 02:49:24+00:00,92,,,1810966644
414,539328113,,2023-06-12 02:48:52+00:00,91,,,1810966644
415,1790381771,,2023-06-12 02:48:48+00:00,90,,,1810966644
416,1790381771,,2023-06-12 02:48:43+00:00,89,,,1810966644
417,5659952478,,2023-06-11 17:59:50+00:00,88,,,1810966644
418,6201927623,,2023-06-11 14:11:22+00:00,87,,,1810966644
419,548866520,,2023-06-10 06:22:03+00:00,86,,,1810966644
420,1294418574,,2023-06-10 05:59:01+00:00,85,,,1810966644
421,1294418574,APT >>>>>>>>>>>>>>>>>>>>>> SUI,2023-06-10 05:58:53+00:00,84,,,1810966644
422,570275946,,2023-06-09 15:38:41+00:00,83,,,1810966644
423,420518855,,2023-06-09 14:57:08+00:00,82,,,1810966644
424,519713130,,2023-06-09 08:15:55+00:00,79,,,1810966644
425,-1.00181E+12,"??? **????????? ???????????? ?? 8???? ????????? ????????????** ???

???????????? ????????? ?????? ??????(BFT) ?????? ????????????, ??????-STM??? ?????? ????????? ???????????? ?????? ?????? ??? ?????? ????????? ???????????? ????????? ????????? ????????????????????? ???3.0??? ???????????? ???????? ??????????? ????????????. 

???????????? ????? ????????? ???????????? ??????????????? ???????????? ??????????????? ??????????????? ???????????? ?????? ???????? ???????????????????? ?????? ??? ????????? ??????????????.

????????? ????????? ???????????? ?????????, ??????????? ???????????? ?????? ????????? ?????? ?????? ????????? ?????????????????????. ????????? ??????????????? ???????? ?????????????????? ????????? ???????????? ?????? ???????????? ????????????.

**???????????? 8???? ????????? ?????? ???3.0??? ????????? ??????????????????**??????
https://bit.ly/aptos_innovations",2023-06-08 10:16:32+00:00,78,,669,1810966644
426,2124076744,,2023-06-08 09:57:26+00:00,77,,,1810966644
427,423884614,,2023-06-08 05:44:18+00:00,76,,,1810966644
428,427340070,,2023-06-08 05:34:13+00:00,75,,,1810966644
429,1473244738,,2023-06-08 05:21:37+00:00,74,,,1810966644
430,1750941219,???????????????,2023-06-08 04:50:51+00:00,73,,,1810966644
431,5199570207,,2023-06-08 04:47:20+00:00,72,,,1810966644
432,1125088977,,2023-06-08 04:47:01+00:00,71,,,1810966644
433,5199570207,,2023-06-08 04:46:06+00:00,70,,,1810966644
434,494188453,????????? ????????? ?????? ???????????? ??????,2023-06-08 04:37:40+00:00,69,,,1810966644
435,1715468449,,2023-06-08 04:13:41+00:00,68,,,1810966644
436,1852492719,?????? ?????? ?????????,2023-06-08 04:07:21+00:00,67,,,1810966644
437,1852492719,,2023-06-08 04:07:11+00:00,66,,,1810966644
438,50675352,????????,2023-06-08 03:45:01+00:00,65,,,1810966644
439,50675352,,2023-06-08 03:44:55+00:00,64,,,1810966644
440,403203344,?????????????????,2023-06-08 03:30:31+00:00,63,,,1810966644
441,403203344,?????????>>>>>>>>>>>>>>>>??????,2023-06-08 03:30:26+00:00,62,,,1810966644
442,403203344,???????????????,2023-06-08 03:29:56+00:00,61,,,1810966644
443,403203344,,2023-06-08 03:29:52+00:00,60,,,1810966644
444,6100947518,,2023-06-08 03:29:40+00:00,59,,,1810966644
445,5516793925,,2023-06-08 03:27:39+00:00,58,,,1810966644
446,5632165487,?????????,2023-06-08 03:20:05+00:00,57,,,1810966644
447,5632165487,,2023-06-08 03:19:28+00:00,56,,,1810966644
448,5771130894,,2023-06-08 03:18:37+00:00,55,,,1810966644
449,5492764610,?????? ?????? ??????,2023-06-08 03:18:09+00:00,54,,,1810966644
450,1294418574,?????? ???????????????,2023-06-08 03:17:51+00:00,53,,,1810966644
451,5492764610,????????????,2023-06-08 03:17:50+00:00,52,,,1810966644
452,5492764610,?????? ????????????,2023-06-08 03:17:49+00:00,51,,,1810966644
453,1294418574,,2023-06-08 03:17:37+00:00,50,,,1810966644
454,1294418574,??????????????? ????????????,2023-06-08 03:17:33+00:00,49,,,1810966644
455,1294418574,,2023-06-08 03:17:29+00:00,48,,,1810966644
456,5492764610,SUI OUT,2023-06-08 03:16:26+00:00,47,,,1810966644
457,5492764610,,2023-06-08 03:16:12+00:00,46,,,1810966644
458,5619069739,,2023-06-08 03:16:12+00:00,45,,,1810966644
459,548866520,APT >> SUI,2023-06-08 03:15:44+00:00,44,,,1810966644
460,6100325917,,2023-06-08 03:15:39+00:00,43,,,1810966644
461,557219924,Gm,2023-06-08 03:15:37+00:00,42,,,1810966644
462,548866520,,2023-06-08 03:15:28+00:00,41,,,1810966644
463,5497305510,???????????? ?????????,2023-06-08 03:14:47+00:00,40,,,1810966644
464,5497305510,??? ??????,2023-06-08 03:14:45+00:00,39,,,1810966644
465,5497305510,,2023-06-08 03:14:43+00:00,38,,,1810966644
466,483171735,,2023-06-08 03:14:01+00:00,37,,,1810966644
467,483171735,,2023-06-08 03:13:48+00:00,36,,,1810966644
468,460961994,?????????????????????!,2023-06-08 03:11:43+00:00,35,,,1810966644
469,460961994,,2023-06-08 03:11:40+00:00,34,,,1810966644
470,5088300869,,2023-06-08 03:11:10+00:00,33,,,1810966644
471,5197883814,???????????????,2023-06-08 03:05:04+00:00,32,,,1810966644
472,5197883814,,2023-06-08 03:04:53+00:00,31,,,1810966644
473,397460352,????????,2023-06-08 03:02:15+00:00,30,,,1810966644
474,397460352,,2023-06-08 03:02:05+00:00,29,,,1810966644
475,557219924,,2023-06-08 03:01:50+00:00,28,,,1810966644
476,56536591,???????????????. ???????????????.,2023-06-08 03:01:33+00:00,27,,,1810966644
477,56536591,,2023-06-08 03:00:54+00:00,26,,,1810966644
478,6181638214,,2023-06-08 02:52:30+00:00,25,,,1810966644
479,717390258,,2023-06-08 02:52:09+00:00,24,,,1810966644
480,5481341340,???????????????~,2023-06-08 02:51:52+00:00,23,,,1810966644
481,494188453,???????????????!,2023-06-08 02:50:08+00:00,22,,,1810966644
482,494188453,,2023-06-08 02:50:03+00:00,21,,,1810966644
483,17485346,,2023-06-08 02:42:03+00:00,20,,,1810966644
484,5559588259,??????????????? :),2023-06-08 02:19:29+00:00,19,,,1810966644
485,5481341340,???????????????!,2023-06-08 02:19:28+00:00,18,,,1810966644
486,502464124,??????????????? :),2023-06-08 02:19:17+00:00,17,,,1810966644
487,5559588259,,2023-06-08 02:19:06+00:00,16,,,1810966644
488,502464124,,2023-06-08 02:18:16+00:00,15,,,1810966644
489,-1.00181E+12,"**??? ????????? ?????? ?????? ???????????? ?????????

**???????????????, ????????? ???????????????????? ????? ???????????? ?????? ?????? ?????? ?????????????? ????????? ?????????????????????.

???????????? ?????? ???????????? ???????????? ????????? ???????????? ?????????1 ????????? ??????????????????, ??????(Move) ?????? ????????? ??????????????? ?????? ????? ???????????? ????????? ????????? ???????????? ??? ????????? ?????? ????????????. ??????????

**?????? ????????? ??????????????? ????????? ?????? ?????? ??? ????????? ???????????? ????? ????????? ????????? ??????????????? ???????????? **??????
https://t.me/AptosKR",2023-06-08 01:56:45+00:00,14,,2945,1810966644
490,1176850387,,2023-06-08 01:37:30+00:00,13,,,1810966644
491,1750941219,,2023-06-06 11:42:14+00:00,12,,,1810966644
492,992753877,,2023-06-05 05:46:45+00:00,11,,,1810966644
493,1125088977,,2023-06-05 04:21:59+00:00,10,,,1810966644
494,210944655,"You have invited Combot to your group chat. **That's awesome!** Send /stat command to get your analytics link. Link is always the same. [Subscribe to update feed](https://t.me/combotnews), join our [chat for discussion & support](https://t.me/combotchat).
[Click here](https://combot.org/u/login) to log in and manage your groups.",2023-06-05 04:19:50+00:00,9,,,1810966644
495,,,2023-06-05 04:19:50+00:00,8,,,1810966644
496,5481341340,,2023-06-05 03:39:34+00:00,7,,,1810966644
497,,,2023-06-05 02:43:41+00:00,4,,,1810966644
498,,,2023-06-05 02:41:17+00:00,1,,,1810966644
